micros,pressure,temperature
486983.00,1009.3200,22.04
487611.00,1009.3200,22.04
488248.00,1009.0400,22.04
488877.00,1009.3200,22.04
489531.00,1008.9400,22.04
490169.00,1009.8000,22.04
490798.00,1009.8000,22.04
491433.00,1008.9400,22.04
492065.00,1009.0400,22.04
492698.00,1009.0400,22.04
493327.00,1009.1300,22.04
493971.00,1009.8000,22.04
494602.00,1009.7100,22.04
495240.00,1009.6100,22.04
495867.00,1009.5200,22.04
496501.00,1009.2300,22.04
497131.00,1009.5200,22.04
497766.00,1009.6100,22.04
498395.00,1009.2300,22.04
499033.00,1009.5200,22.04
499661.00,1009.0400,22.04
500300.00,1009.2300,22.04
500929.00,1009.6100,22.04
501577.00,1009.4200,22.04
502218.00,1009.8000,22.04
502847.00,1009.1300,22.04
503483.00,1009.4200,22.04
504118.00,1009.5200,22.04
504749.00,1009.4200,22.04
505381.00,1009.5200,22.04
506015.00,1009.2300,22.04
506644.00,1009.2300,22.04
507280.00,1009.5200,22.04
507908.00,1009.3200,22.04
508545.00,1009.7100,22.04
509179.00,1009.5200,22.04
509811.00,1009.7100,22.04
510442.00,1009.3200,22.04
511078.00,1009.4200,22.04
511706.00,1009.2300,22.04
512337.00,1009.3200,22.04
512977.00,1009.1300,22.04
513629.00,1009.7100,22.04
514276.00,1009.3200,22.04
514907.00,1009.2300,22.04
515558.00,1009.4200,22.04
516197.00,1009.5200,22.04
516851.00,1009.5200,22.04
517489.00,1009.1300,22.04
518120.00,1009.5200,22.04
518768.00,1009.2300,22.04
519408.00,1009.7100,22.04
520050.00,1009.9000,22.04
520685.00,1009.2300,22.04
521315.00,1009.7100,22.04
521948.00,1009.6100,22.04
522577.00,1009.1300,22.04
523214.00,1009.6100,22.04
523841.00,1009.2300,22.04
524483.00,1009.3200,22.04
525116.00,1009.4200,22.04
525748.00,1009.2300,22.04
526391.00,1009.4200,22.04
527038.00,1009.2300,22.04
527671.00,1009.7100,22.04
528304.00,1009.6100,22.04
528938.00,1009.8000,22.04
529580.00,1009.6100,22.04
530222.00,1009.3200,22.04
530855.00,1009.2300,22.04
531496.00,1009.6100,22.04
532131.00,1009.6100,22.04
532768.00,1009.4200,22.04
533404.00,1009.3200,22.04
534052.00,1009.7100,22.04
534685.00,1009.3200,22.04
535325.00,1009.3200,22.04
535962.00,1009.2300,22.04
536594.00,1009.5200,22.04
537226.00,1009.0400,22.04
537863.00,1009.3200,22.04
538492.00,1009.3200,22.04
539128.00,1009.7100,22.04
539758.00,1009.0400,22.04
540395.00,1009.3200,22.04
541022.00,1009.3200,22.04
541668.00,1008.8400,22.04
542299.00,1009.4200,22.04
542930.00,1008.8400,22.04
543560.00,1009.4200,22.04
544197.00,1009.2300,22.04
544825.00,1009.5200,22.04
545462.00,1009.8000,22.04
546094.00,1009.5200,22.04
546726.00,1009.2300,22.04
547356.00,1009.4200,22.04
547995.00,1009.5200,22.04
548630.00,1009.5200,22.04
549262.00,1009.5200,22.04
549905.00,1009.4200,22.04
550546.00,1009.7100,22.04
551186.00,1008.8400,22.04
551821.00,1009.6100,22.04
552458.00,1009.3200,22.04
553094.00,1009.0400,22.04
553730.00,1009.6100,22.04
554364.00,1009.2300,22.04
555001.00,1009.0400,22.04
555642.00,1009.2300,22.04
556282.00,1009.5200,22.04
556919.00,1009.7100,22.04
557559.00,1009.4200,22.04
558195.00,1009.6100,22.04
558831.00,1009.3200,22.04
559466.00,1009.3200,22.04
560111.00,1009.4200,22.04
560743.00,1008.9400,22.04
561376.00,1009.2300,22.04
562038.00,1009.0400,22.04
562677.00,1008.9400,22.04
563306.00,1009.7100,22.04
563938.00,1009.4200,22.04
564567.00,1009.4200,22.04
565205.00,1009.4200,22.04
565831.00,1009.3200,22.04
566465.00,1009.3200,22.04
567097.00,1009.2300,22.04
567729.00,1009.1300,22.04
568360.00,1009.7100,22.04
